0,31678,00007BBE,0,0,0,0,7,B,B,E,0,0,0,0,111,1011,1011,1110
2,1073773495,40007BB7,4,0,0,0,7,B,B,7,100,0,0,0,111,1011,1011,111
4,31672,00007BB8,0,0,0,0,7,B,B,8,0,0,0,0,111,1011,1011,1000
6,-1073710151,C0007BB9,C,0,0,0,7,B,B,9,1100,0,0,0,111,1011,1011,1001
8,31903,00007C9F,0,0,0,0,7,C,9,F,0,0,0,0,111,1100,1001,1111
10,1073773711,40007C8F,4,0,0,0,7,C,8,F,100,0,0,0,111,1100,1000,1111
12,-2147451772,80007C84,8,0,0,0,7,C,8,4,1000,0,0,0,111,1100,1000,100
14,-1610580868,A0007C7C,A,0,0,0,7,C,7,C,1010,0,0,0,111,1100,111,1100
16,536902773,20007C75,2,0,0,0,7,C,7,5,10,0,0,0,111,1100,111,101
18,-1073709975,C0007C69,C,0,0,0,7,C,6,9,1100,0,0,0,111,1100,110,1001
20,-536839077,E0007C5B,E,0,0,0,7,C,5,B,1110,0,0,0,111,1100,101,1011
22,-1073709713,C0007D6F,C,0,0,0,7,D,6,F,1100,0,0,0,111,1101,110,1111
24,1073773937,40007D71,4,0,0,0,7,D,7,1,100,0,0,0,111,1101,111,1
26,-2147451540,80007D6C,8,0,0,0,7,D,6,C,1000,0,0,0,111,1101,110,1100
28,-536838815,E0007D61,E,0,0,0,7,D,6,1,1110,0,0,0,111,1101,110,1
30,-536838830,E0007D52,E,0,0,0,7,D,5,2,1110,0,0,0,111,1101,101,10
32,-1073709757,C0007D43,C,0,0,0,7,D,4,3,1100,0,0,0,111,1101,100,11
34,32057,00007D39,0,0,0,0,7,D,3,9,0,0,0,0,111,1101,11,1001
36,-1073709922,C0007C9E,C,0,0,0,7,C,9,E,1100,0,0,0,111,1100,1001,1110
38,536902832,20007CB0,2,0,0,0,7,C,B,0,10,0,0,0,111,1100,1011,0
40,-2147451709,80007CC3,8,0,0,0,7,C,C,3,1000,0,0,0,111,1100,1100,11
42,1610644693,60007CD5,6,0,0,0,7,C,D,5,110,0,0,0,111,1100,1101,101
44,1610644711,60007CE7,6,0,0,0,7,C,E,7,110,0,0,0,111,1100,1110,111
46,1073773818,40007CFA,4,0,0,0,7,C,F,A,100,0,0,0,111,1100,1111,1010
48,-1610580720,A0007D10,A,0,0,0,7,D,1,0,1010,0,0,0,111,1101,1,0
50,31695,00007BCF,0,0,0,0,7,B,C,F,0,0,0,0,111,1011,1100,1111
52,-536839209,E0007BD7,E,0,0,0,7,B,D,7,1110,0,0,0,111,1011,1101,111
54,-1610581025,A0007BDF,A,0,0,0,7,B,D,F,1010,0,0,0,111,1011,1101,1111
56,-2147451934,80007BE2,8,0,0,0,7,B,E,2,1000,0,0,0,111,1011,1110,10
58,-2147451930,80007BE6,8,0,0,0,7,B,E,6,1000,0,0,0,111,1011,1110,110
60,-1610581008,A0007BF0,A,0,0,0,7,B,F,0,1010,0,0,0,111,1011,1111,0
62,-2147451907,80007BFD,8,0,0,0,7,B,F,D,1000,0,0,0,111,1011,1111,1101
64,536902668,20007C0C,2,0,0,0,7,C,0,C,10,0,0,0,111,1100,0,1100
66,-536839153,E0007C0F,E,0,0,0,7,C,0,F,1110,0,0,0,111,1100,0,1111
68,31750,00007C06,0,0,0,0,7,C,0,6,0,0,0,0,111,1100,0,110
70,-1610580993,A0007BFF,A,0,0,0,7,B,F,F,1010,0,0,0,111,1011,1111,1111
72,-536839174,E0007BFA,E,0,0,0,7,B,F,A,1110,0,0,0,111,1011,1111,1010
74,1073773556,40007BF4,4,0,0,0,7,B,F,4,100,0,0,0,111,1011,1111,100
76,-1610581014,A0007BEA,A,0,0,0,7,B,E,A,1010,0,0,0,111,1011,1110,1010
78,536902624,20007BE0,2,0,0,0,7,B,E,0,10,0,0,0,111,1011,1110,0
80,-1610580719,A0007D11,A,0,0,0,7,D,1,1,1010,0,0,0,111,1101,1,1
82,-536838911,E0007D01,E,0,0,0,7,D,0,1,1110,0,0,0,111,1101,0,1
84,536902898,20007CF2,2,0,0,0,7,C,F,2,10,0,0,0,111,1100,1111,10
86,1610644703,60007CDF,6,0,0,0,7,C,D,F,110,0,0,0,111,1100,1101,1111
88,-536838968,E0007CC8,E,0,0,0,7,C,C,8,1110,0,0,0,111,1100,1100,1000
90,1073773745,40007CB1,4,0,0,0,7,C,B,1,100,0,0,0,111,1100,1011,1
92,-536839011,E0007C9D,E,0,0,0,7,C,9,D,1110,0,0,0,111,1100,1001,1101
94,1610644815,60007D4F,6,0,0,0,7,D,4,F,110,0,0,0,111,1101,100,1111
96,32087,00007D57,0,0,0,0,7,D,5,7,0,0,0,0,111,1101,101,111
98,-536838819,E0007D5D,E,0,0,0,7,D,5,D,1110,0,0,0,111,1101,101,1101
100,1610644835,60007D63,6,0,0,0,7,D,6,3,110,0,0,0,111,1101,110,11
102,32105,00007D69,0,0,0,0,7,D,6,9,0,0,0,0,111,1101,110,1001
104,1610644847,60007D6F,6,0,0,0,7,D,6,F,110,0,0,0,111,1101,110,1111
106,-1610580621,A0007D73,A,0,0,0,7,D,7,3,1010,0,0,0,111,1101,111,11
108,-2147451532,80007D74,8,0,0,0,7,D,7,4,1000,0,0,0,111,1101,111,100
110,-536839086,E0007C52,E,0,0,0,7,C,5,2,1110,0,0,0,111,1100,101,10
112,31849,00007C69,0,0,0,0,7,C,6,9,0,0,0,0,111,1100,110,1001
114,536902778,20007C7A,2,0,0,0,7,C,7,A,10,0,0,0,111,1100,111,1010
116,-1073709945,C0007C87,C,0,0,0,7,C,8,7,1100,0,0,0,111,1100,1000,111
118,-2147451755,80007C95,8,0,0,0,7,C,9,5,1000,0,0,0,111,1100,1001,101
120,1610644643,60007CA3,6,0,0,0,7,C,A,3,110,0,0,0,111,1100,1010,11
122,1073773748,40007CB4,4,0,0,0,7,C,B,4,100,0,0,0,111,1100,1011,100
124,1610644406,60007BB6,6,0,0,0,7,B,B,6,110,0,0,0,111,1011,1011,110
126,31674,00007BBA,0,0,0,0,7,B,B,A,0,0,0,0,111,1011,1011,1010
128,31674,00007BBA,0,0,0,0,7,B,B,A,0,0,0,0,111,1011,1011,1010
130,-2147451970,80007BBE,8,0,0,0,7,B,B,E,1000,0,0,0,111,1011,1011,1110
132,31690,00007BCA,0,0,0,0,7,B,C,A,0,0,0,0,111,1011,1100,1010
134,-536839217,E0007BCF,E,0,0,0,7,B,C,F,1110,0,0,0,111,1011,1100,1111
136,-2147451946,80007BD6,8,0,0,0,7,B,D,6,1000,0,0,0,111,1011,1101,110
138,-1610580881,A0007C6F,A,0,0,0,7,C,6,F,1010,0,0,0,111,1100,110,1111
140,-1073709983,C0007C61,C,0,0,0,7,C,6,1,1100,0,0,0,111,1100,110,1
142,-1073709999,C0007C51,C,0,0,0,7,C,5,1,1100,0,0,0,111,1100,101,1
144,-1073710021,C0007C3B,C,0,0,0,7,C,3,B,1100,0,0,0,111,1100,11,1011
146,536902697,20007C29,2,0,0,0,7,C,2,9,10,0,0,0,111,1100,10,1001
148,-1073710054,C0007C1A,C,0,0,0,7,C,1,A,1100,0,0,0,111,1100,1,1010
150,1610644489,60007C09,6,0,0,0,7,C,0,9,110,0,0,0,111,1100,0,1001
152,-1610580661,A0007D4B,A,0,0,0,7,D,4,B,1010,0,0,0,111,1101,100,1011
154,536902974,20007D3E,2,0,0,0,7,D,3,E,10,0,0,0,111,1101,11,1110
156,32053,00007D35,0,0,0,0,7,D,3,5,0,0,0,0,111,1101,11,101
158,1610644782,60007D2E,6,0,0,0,7,D,2,E,110,0,0,0,111,1101,10,1110
160,-536838874,E0007D26,E,0,0,0,7,D,2,6,1110,0,0,0,111,1101,10,110
162,32027,00007D1B,0,0,0,0,7,D,1,B,0,0,0,0,111,1101,1,1011
164,-536838901,E0007D0B,E,0,0,0,7,D,0,B,1110,0,0,0,111,1101,0,1011
166,-2147451664,80007CF0,8,0,0,0,7,C,F,0,1000,0,0,0,111,1100,1111,0
168,-2147451645,80007D03,8,0,0,0,7,D,0,3,1000,0,0,0,111,1101,0,11
170,1073773847,40007D17,4,0,0,0,7,D,1,7,100,0,0,0,111,1101,1,111
172,1610644778,60007D2A,6,0,0,0,7,D,2,A,110,0,0,0,111,1101,10,1010
174,-1073709768,C0007D38,C,0,0,0,7,D,3,8,1100,0,0,0,111,1101,11,1000
176,536902981,20007D45,2,0,0,0,7,D,4,5,10,0,0,0,111,1101,100,101
178,-536838833,E0007D4F,E,0,0,0,7,D,4,F,1110,0,0,0,111,1101,100,1111
180,1073773547,40007BEB,4,0,0,0,7,B,E,B,100,0,0,0,111,1011,1110,1011
182,-1610581002,A0007BF6,A,0,0,0,7,B,F,6,1010,0,0,0,111,1011,1111,110
184,-2147451902,80007C02,8,0,0,0,7,C,0,2,1000,0,0,0,111,1100,0,10
186,-2147451886,80007C12,8,0,0,0,7,C,1,2,1000,0,0,0,111,1100,1,10
188,-1073710045,C0007C23,C,0,0,0,7,C,2,3,1100,0,0,0,111,1100,10,11
190,-1610580941,A0007C33,A,0,0,0,7,C,3,3,1010,0,0,0,111,1100,11,11
192,-1610580922,A0007C46,A,0,0,0,7,C,4,6,1010,0,0,0,111,1100,100,110
194,1610644470,60007BF6,6,0,0,0,7,B,F,6,110,0,0,0,111,1011,1111,110
196,536902638,20007BEE,2,0,0,0,7,B,E,E,10,0,0,0,111,1011,1110,1110
198,536902632,20007BE8,2,0,0,0,7,B,E,8,10,0,0,0,111,1011,1110,1000
200,-536839205,E0007BDB,E,0,0,0,7,B,D,B,1110,0,0,0,111,1011,1101,1011
202,-1610581041,A0007BCF,A,0,0,0,7,B,C,F,1010,0,0,0,111,1011,1100,1111
204,-536839225,E0007BC7,E,0,0,0,7,B,C,7,1110,0,0,0,111,1011,1100,111
206,-1073710148,C0007BBC,C,0,0,0,7,B,B,C,1100,0,0,0,111,1011,1011,1100
208,1073773782,40007CD6,4,0,0,0,7,C,D,6,100,0,0,0,111,1100,1101,110
210,-536838977,E0007CBF,E,0,0,0,7,C,B,F,1110,0,0,0,111,1100,1011,1111
212,1610644649,60007CA9,6,0,0,0,7,C,A,9,110,0,0,0,111,1100,1010,1001
214,-1073709930,C0007C96,C,0,0,0,7,C,9,6,1100,0,0,0,111,1100,1001,110
216,1610644618,60007C8A,6,0,0,0,7,C,8,A,110,0,0,0,111,1100,1000,1010
218,-536839040,E0007C80,E,0,0,0,7,C,8,0,1110,0,0,0,111,1100,1000,0
220,-1073709961,C0007C77,C,0,0,0,7,C,7,7,1100,0,0,0,111,1100,111,111
222,-1610580635,A0007D65,A,0,0,0,7,D,6,5,1010,0,0,0,111,1101,110,101
224,-536838806,E0007D6A,E,0,0,0,7,D,6,A,1110,0,0,0,111,1101,110,1010
226,1610644847,60007D6F,6,0,0,0,7,D,6,F,110,0,0,0,111,1101,110,1111
228,536903028,20007D74,2,0,0,0,7,D,7,4,10,0,0,0,111,1101,111,100
230,32115,00007D73,0,0,0,0,7,D,7,3,0,0,0,0,111,1101,111,11
232,-1610580631,A0007D69,A,0,0,0,7,D,6,9,1010,0,0,0,111,1101,110,1001
234,-536838821,E0007D5B,E,0,0,0,7,D,5,B,1110,0,0,0,111,1101,101,1011
236,536902988,20007D4C,2,0,0,0,7,D,4,C,10,0,0,0,111,1101,100,1100
238,1073773709,40007C8D,4,0,0,0,7,C,8,D,100,0,0,0,111,1100,1000,1101
240,-2147451750,80007C9A,8,0,0,0,7,C,9,A,1000,0,0,0,111,1100,1001,1010
242,-1073709911,C0007CA9,C,0,0,0,7,C,A,9,1100,0,0,0,111,1100,1010,1001
244,-2147451715,80007CBD,8,0,0,0,7,C,B,D,1000,0,0,0,111,1100,1011,1101
246,-1073709872,C0007CD0,C,0,0,0,7,C,D,0,1100,0,0,0,111,1100,1101,0
248,-1610580767,A0007CE1,A,0,0,0,7,C,E,1,1010,0,0,0,111,1100,1110,1
250,-536838925,E0007CF3,E,0,0,0,7,C,F,3,1110,0,0,0,111,1100,1111,11
252,1073773506,40007BC2,4,0,0,0,7,B,C,2,100,0,0,0,111,1011,1100,10
254,31690,00007BCA,0,0,0,0,7,B,C,A,0,0,0,0,111,1011,1100,1010
256,-1073710125,C0007BD3,C,0,0,0,7,B,D,3,1100,0,0,0,111,1011,1101,11
258,1610644444,60007BDC,6,0,0,0,7,B,D,C,110,0,0,0,111,1011,1101,1100
260,-1610581024,A0007BE0,A,0,0,0,7,B,E,0,1010,0,0,0,111,1011,1110,0
262,-536839196,E0007BE4,E,0,0,0,7,B,E,4,1110,0,0,0,111,1011,1110,100
264,1610644460,60007BEC,6,0,0,0,7,B,E,C,110,0,0,0,111,1011,1110,1100
266,-536839115,E0007C35,E,0,0,0,7,C,3,5,1110,0,0,0,111,1100,11,101
268,-536839132,E0007C24,E,0,0,0,7,C,2,4,1110,0,0,0,111,1100,10,100
270,-536839150,E0007C12,E,0,0,0,7,C,1,2,1110,0,0,0,111,1100,1,10
272,-1073710075,C0007C05,C,0,0,0,7,C,0,5,1100,0,0,0,111,1100,0,101
274,-1610580995,A0007BFD,A,0,0,0,7,B,F,D,1010,0,0,0,111,1011,1111,1101
276,-1073710088,C0007BF8,C,0,0,0,7,B,F,8,1100,0,0,0,111,1011,1111,1000
278,1073773554,40007BF2,4,0,0,0,7,B,F,2,100,0,0,0,111,1011,1111,10
280,-1610580692,A0007D2C,A,0,0,0,7,D,2,C,1010,0,0,0,111,1101,10,1100
282,1073773859,40007D23,4,0,0,0,7,D,2,3,100,0,0,0,111,1101,10,11
284,536902934,20007D16,2,0,0,0,7,D,1,6,10,0,0,0,111,1101,1,110
286,32007,00007D07,0,0,0,0,7,D,0,7,0,0,0,0,111,1101,0,111
288,-536838921,E0007CF7,E,0,0,0,7,C,F,7,1110,0,0,0,111,1100,1111,111
290,-1073709849,C0007CE7,C,0,0,0,7,C,E,7,1100,0,0,0,111,1100,1110,111
292,-536838958,E0007CD2,E,0,0,0,7,C,D,2,1110,0,0,0,111,1100,1101,10
294,-2147451604,80007D2C,8,0,0,0,7,D,2,C,1000,0,0,0,111,1101,10,1100
296,-1073709765,C0007D3B,C,0,0,0,7,D,3,B,1100,0,0,0,111,1101,11,1011
298,-1073709754,C0007D46,C,0,0,0,7,D,4,6,1100,0,0,0,111,1101,100,110
300,1073773903,40007D4F,4,0,0,0,7,D,4,F,100,0,0,0,111,1101,100,1111
302,1610644822,60007D56,6,0,0,0,7,D,5,6,110,0,0,0,111,1101,101,110
304,536903004,20007D5C,2,0,0,0,7,D,5,C,10,0,0,0,111,1101,101,1100
306,1073773922,40007D62,4,0,0,0,7,D,6,2,100,0,0,0,111,1101,110,10
308,1610644504,60007C18,6,0,0,0,7,C,1,8,110,0,0,0,111,1100,1,1000
310,-536839130,E0007C26,E,0,0,0,7,C,2,6,1110,0,0,0,111,1100,10,110
312,-1610580938,A0007C36,A,0,0,0,7,C,3,6,1010,0,0,0,111,1100,11,110
314,536902732,20007C4C,2,0,0,0,7,C,4,C,10,0,0,0,111,1100,100,1100
316,31840,00007C60,0,0,0,0,7,C,6,0,0,0,0,0,111,1100,110,0
318,31857,00007C71,0,0,0,0,7,C,7,1,0,0,0,0,111,1100,111,1
320,-1610580863,A0007C81,A,0,0,0,7,C,8,1,1010,0,0,0,111,1100,1000,1
322,-2147451951,80007BD1,8,0,0,0,7,B,D,1,1000,0,0,0,111,1011,1101,1
324,536902596,20007BC4,2,0,0,0,7,B,C,4,10,0,0,0,111,1011,1100,100
326,1073773500,40007BBC,4,0,0,0,7,B,B,C,100,0,0,0,111,1011,1011,1100
328,1073773491,40007BB3,4,0,0,0,7,B,B,3,100,0,0,0,111,1011,1011,11
330,-1610581070,A0007BB2,A,0,0,0,7,B,B,2,1010,0,0,0,111,1011,1011,10
332,-2147451975,80007BB9,8,0,0,0,7,B,B,9,1000,0,0,0,111,1011,1011,1001
334,-536839237,E0007BBB,E,0,0,0,7,B,B,B,1110,0,0,0,111,1011,1011,1011
336,-2147451760,80007C90,8,0,0,0,7,C,9,0,1000,0,0,0,111,1100,1001,0
338,-1610580861,A0007C83,A,0,0,0,7,C,8,3,1010,0,0,0,111,1100,1000,11
340,1073773690,40007C7A,4,0,0,0,7,C,7,A,100,0,0,0,111,1100,111,1010
342,536902771,20007C73,2,0,0,0,7,C,7,3,10,0,0,0,111,1100,111,11
344,31849,00007C69,0,0,0,0,7,C,6,9,0,0,0,0,111,1100,110,1001
346,536902746,20007C5A,2,0,0,0,7,C,5,A,10,0,0,0,111,1100,101,1010
348,1610644551,60007C47,6,0,0,0,7,C,4,7,110,0,0,0,111,1100,100,111
350,1073773617,40007C31,4,0,0,0,7,C,3,1,100,0,0,0,111,1100,11,1
352,-1610580624,A0007D70,A,0,0,0,7,D,7,0,1010,0,0,0,111,1101,111,0
354,1073773926,40007D66,4,0,0,0,7,D,6,6,100,0,0,0,111,1101,110,110
356,-1610580650,A0007D56,A,0,0,0,7,D,5,6,1010,0,0,0,111,1101,101,110
358,-2147451577,80007D47,8,0,0,0,7,D,4,7,1000,0,0,0,111,1101,100,111
360,32060,00007D3C,0,0,0,0,7,D,3,C,0,0,0,0,111,1101,11,1100
362,536902964,20007D34,2,0,0,0,7,D,3,4,10,0,0,0,111,1101,11,100
364,536902957,20007D2D,2,0,0,0,7,D,2,D,10,0,0,0,111,1101,10,1101
366,1073773763,40007CC3,4,0,0,0,7,C,C,3,100,0,0,0,111,1100,1100,11
368,-1610580779,A0007CD5,A,0,0,0,7,C,D,5,1010,0,0,0,111,1100,1101,101
370,31975,00007CE7,0,0,0,0,7,C,E,7,0,0,0,0,111,1100,1110,111
372,-1610580742,A0007CFA,A,0,0,0,7,C,F,A,1010,0,0,0,111,1100,1111,1010
374,1073773839,40007D0F,4,0,0,0,7,D,0,F,100,0,0,0,111,1101,0,1111
376,32035,00007D23,0,0,0,0,7,D,2,3,0,0,0,0,111,1101,10,11
378,-536838860,E0007D34,E,0,0,0,7,D,3,4,1110,0,0,0,111,1101,11,100
380,1610644443,60007BDB,6,0,0,0,7,B,D,B,110,0,0,0,111,1011,1101,1011
382,-1073710113,C0007BDF,C,0,0,0,7,B,D,F,1100,0,0,0,111,1011,1101,1111
384,-536839198,E0007BE2,E,0,0,0,7,B,E,2,1110,0,0,0,111,1011,1110,10
386,-1610581011,A0007BED,A,0,0,0,7,B,E,D,1010,0,0,0,111,1011,1110,1101
388,-2147451910,80007BFA,8,0,0,0,7,B,F,A,1000,0,0,0,111,1011,1111,1010
390,-1073710073,C0007C07,C,0,0,0,7,C,0,7,1100,0,0,0,111,1100,0,111
392,1610644504,60007C18,6,0,0,0,7,C,1,8,110,0,0,0,111,1100,1,1000
394,1610644488,60007C08,6,0,0,0,7,C,0,8,110,0,0,0,111,1100,0,1000
396,-1610580988,A0007C04,A,0,0,0,7,C,0,4,1010,0,0,0,111,1100,0,100
398,-1610580996,A0007BFC,A,0,0,0,7,B,F,C,1010,0,0,0,111,1011,1111,1100
400,-1610581002,A0007BF6,A,0,0,0,7,B,F,6,1010,0,0,0,111,1011,1111,110
402,31725,00007BED,0,0,0,0,7,B,E,D,0,0,0,0,111,1011,1110,1101
404,31712,00007BE0,0,0,0,0,7,B,E,0,0,0,0,0,111,1011,1110,0
406,-2147451944,80007BD8,8,0,0,0,7,B,D,8,1000,0,0,0,111,1011,1101,1000
408,-2147451646,80007D02,8,0,0,0,7,D,0,2,1000,0,0,0,111,1101,0,10
410,-2147451662,80007CF2,8,0,0,0,7,C,F,2,1000,0,0,0,111,1100,1111,10
412,-1610580768,A0007CE0,A,0,0,0,7,C,E,0,1010,0,0,0,111,1100,1110,0
414,-1073709878,C0007CCA,C,0,0,0,7,C,C,A,1100,0,0,0,111,1100,1100,1010
416,-1073709901,C0007CB3,C,0,0,0,7,C,B,3,1100,0,0,0,111,1100,1011,11
418,536902815,20007C9F,2,0,0,0,7,C,9,F,10,0,0,0,111,1100,1001,1111
420,-1610580849,A0007C8F,A,0,0,0,7,C,8,F,1010,0,0,0,111,1100,1000,1111
422,1073773909,40007D55,4,0,0,0,7,D,5,5,100,0,0,0,111,1101,101,101
424,-2147451557,80007D5B,8,0,0,0,7,D,5,B,1000,0,0,0,111,1101,101,1011
426,-2147451552,80007D60,8,0,0,0,7,D,6,0,1000,0,0,0,111,1101,110,0
428,32102,00007D66,0,0,0,0,7,D,6,6,0,0,0,0,111,1101,110,110
430,1610644843,60007D6B,6,0,0,0,7,D,6,B,110,0,0,0,111,1101,110,1011
432,536903024,20007D70,2,0,0,0,7,D,7,0,10,0,0,0,111,1101,111,0
434,32115,00007D73,0,0,0,0,7,D,7,3,0,0,0,0,111,1101,111,11
436,1610644559,60007C4F,6,0,0,0,7,C,4,F,110,0,0,0,111,1100,100,1111
438,1073773667,40007C63,4,0,0,0,7,C,6,3,100,0,0,0,111,1100,110,11
440,1610644597,60007C75,6,0,0,0,7,C,7,5,110,0,0,0,111,1100,111,101
442,536902790,20007C86,2,0,0,0,7,C,8,6,10,0,0,0,111,1100,1000,110
444,-1073709933,C0007C93,C,0,0,0,7,C,9,3,1100,0,0,0,111,1100,1001,11
446,31905,00007CA1,0,0,0,0,7,C,A,1,0,0,0,0,111,1100,1010,1
448,1073773746,40007CB2,4,0,0,0,7,C,B,2,100,0,0,0,111,1100,1011,10
450,-536838972,E0007CC4,E,0,0,0,7,C,C,4,1110,0,0,0,111,1100,1100,100
452,-2147451976,80007BB8,8,0,0,0,7,B,B,8,1000,0,0,0,111,1011,1011,1000
454,1073773499,40007BBB,4,0,0,0,7,B,B,B,100,0,0,0,111,1011,1011,1011
456,-1610581053,A0007BC3,A,0,0,0,7,B,C,3,1010,0,0,0,111,1011,1100,11
458,-2147451958,80007BCA,8,0,0,0,7,B,C,A,1000,0,0,0,111,1011,1100,1010
460,1610644432,60007BD0,6,0,0,0,7,B,D,0,110,0,0,0,111,1011,1101,0
462,1610644441,60007BD9,6,0,0,0,7,B,D,9,110,0,0,0,111,1011,1101,1001
464,31711,00007BDF,0,0,0,0,7,B,D,F,0,0,0,0,111,1011,1101,1111
466,31846,00007C66,0,0,0,0,7,C,6,6,0,0,0,0,111,1100,110,110
468,-2147451819,80007C55,8,0,0,0,7,C,5,5,1000,0,0,0,111,1100,101,101
470,-536839104,E0007C40,E,0,0,0,7,C,4,0,1110,0,0,0,111,1100,100,0
472,536902703,20007C2F,2,0,0,0,7,C,2,F,10,0,0,0,111,1100,10,1111
474,-1610580962,A0007C1E,A,0,0,0,7,C,1,E,1010,0,0,0,111,1100,1,1110
476,-2147451891,80007C0D,8,0,0,0,7,C,0,D,1000,0,0,0,111,1100,0,1101
478,536902661,20007C05,2,0,0,0,7,C,0,5,10,0,0,0,111,1100,0,101
480,536902976,20007D40,2,0,0,0,7,D,4,0,10,0,0,0,111,1101,100,0
482,-1610580683,A0007D35,A,0,0,0,7,D,3,5,1010,0,0,0,111,1101,11,101
484,32047,00007D2F,0,0,0,0,7,D,2,F,0,0,0,0,111,1101,10,1111
486,-2147451609,80007D27,8,0,0,0,7,D,2,7,1000,0,0,0,111,1101,10,111
488,-2147451620,80007D1C,8,0,0,0,7,D,1,C,1000,0,0,0,111,1101,1,1100
490,-2147451634,80007D0E,8,0,0,0,7,D,0,E,1000,0,0,0,111,1101,0,1110
492,1073773822,40007CFE,4,0,0,0,7,C,F,E,100,0,0,0,111,1100,1111,1110
494,1073773822,40007CFE,4,0,0,0,7,C,F,E,100,0,0,0,111,1100,1111,1110
496,1610644755,60007D13,6,0,0,0,7,D,1,3,110,0,0,0,111,1101,1,11
498,-2147451610,80007D26,8,0,0,0,7,D,2,6,1000,0,0,0,111,1101,10,110
500,536902966,20007D36,2,0,0,0,7,D,3,6,10,0,0,0,111,1101,11,110
502,536902980,20007D44,2,0,0,0,7,D,4,4,10,0,0,0,111,1101,100,100
